order_id,order_date,customer_id,product_category,region,sales_amount,discount,profit,payment_method
5276,2023-09-21,1433,Grocery,West,3486.14,29.84,1628.97,Cash
5277,2023-02-21,1380,Clothing,South,1674.05,13.12,490.89,Cash
5278,2023-08-17,1412,Electronics,North,4382.33,1.77,1539.84,UPI
5279,2023-09-12,3982,Clothing,South,3708.99,26.51,605.17,UPI
5280,2023-05-15,2075,Electronics,North,1227.84,8.64,323.67,Credit Card
5281,2023-11-20,3296,Electronics,North,1256.28,11.99,478.53,Credit Card
5282,2023-12-07,3399,Grocery,East,4095.27,26.36,1165.59,Debit Card
5283,2023-10-20,3077,Furniture,West,2949.26,13.79,833.66,Debit Card
5284,2023-01-05,4702,Grocery,South,2709.93,8.37,988.63,Debit Card
5285,2023-06-22,4753,Grocery,South,766.08,25.32,274.33,Cash
5286,2023-09-20,1621,Furniture,South,3690.39,28.75,1559.52,Debit Card
5287,2023-08-24,3382,Grocery,West,115.67,22.34,24.12,Cash
5288,2023-01-27,3518,Clothing,West,1289.28,11.57,476.7,Credit Card
5289,2023-07-14,4209,Grocery,North,4404.99,10.76,1969.24,Cash
5290,2023-04-11,3660,Grocery,East,2744.47,14.68,1026.95,Debit Card
5291,2023-05-03,1693,Grocery,East,4078.18,29.99,577.79,UPI
5292,2023-08-20,2192,Furniture,East,1242.53,13.18,556.16,Cash
5293,2023-10-11,2163,Grocery,South,872.53,20.39,338.13,UPI
5294,2023-05-15,2895,Grocery,South,2381.06,0.2,510.37,Debit Card
5295,2023-11-16,1874,Grocery,East,2031.42,16.57,945.81,Debit Card
5296,2023-03-12,2918,Clothing,North,2990.35,22.58,1222.43,Credit Card
5297,2023-08-03,2241,Grocery,North,4750.85,17.49,1307.32,Cash
5298,2023-02-20,4363,Grocery,West,1168.99,1.89,452.87,Credit Card
5299,2023-05-24,1042,Clothing,North,4826.19,22.48,625.9,Credit Card
5300,2023-08-18,4447,Electronics,West,1849.33,21.59,673.73,UPI
5301,2023-11-08,4432,Grocery,West,4214.0,29.14,1830.29,Debit Card
5302,2023-03-11,2978,Grocery,East,1172.22,6.87,370.24,Debit Card
5303,2023-07-19,4275,Electronics,North,4420.55,16.6,1007.29,Debit Card
5304,2023-06-16,4727,Furniture,South,4931.95,24.11,1169.52,UPI
5305,2023-04-07,1886,Grocery,North,4319.34,27.97,1097.67,Credit Card
5306,2023-09-13,2837,Clothing,East,342.33,18.51,57.06,Credit Card
5307,2023-12-04,1940,Furniture,South,3342.39,8.41,751.75,Cash
5308,2023-10-19,4754,Furniture,East,3433.91,14.32,390.78,Cash
5309,2023-09-03,4963,Furniture,South,1548.11,11.75,508.19,Debit Card
5310,2023-08-19,2375,Grocery,North,3492.84,3.78,773.95,UPI
5311,2023-04-29,4233,Furniture,East,1804.64,3.88,569.59,Debit Card
5312,2023-01-09,2254,Furniture,North,2162.08,27.03,967.24,Debit Card
5313,2023-09-23,4411,Clothing,West,160.38,8.27,65.66,Cash
5314,2023-04-16,4953,Clothing,North,4762.13,17.59,1395.3,Cash
5315,2023-04-09,1120,Grocery,South,3953.59,25.53,602.1,UPI
5316,2023-07-22,3914,Grocery,East,2519.25,22.43,1086.43,Debit Card
5317,2023-06-18,4809,Furniture,West,4695.97,3.0,2116.88,Debit Card
5318,2023-10-28,1812,Electronics,East,2531.64,20.42,503.63,UPI
5319,2023-06-14,3229,Grocery,West,3417.56,0.69,926.68,UPI
5320,2023-01-31,4138,Electronics,North,4994.65,18.78,1724.08,Cash
5321,2023-04-07,1666,Electronics,North,954.57,4.92,377.34,Credit Card
5322,2023-09-25,4903,Furniture,North,1923.98,29.61,584.87,Cash
5323,2023-08-05,1160,Furniture,South,339.05,28.9,38.96,Cash
5324,2023-08-22,4059,Clothing,South,4706.59,23.66,784.97,Credit Card
5325,2023-08-08,2059,Furniture,South,2086.6,27.73,255.46,Debit Card
5326,2023-04-08,1835,Furniture,East,4713.18,16.06,2255.08,UPI
5327,2023-02-01,1164,Clothing,East,4534.19,17.82,1171.88,Cash
5328,2023-05-09,1061,Furniture,South,2183.03,19.5,873.61,Debit Card
5329,2023-10-09,2442,Electronics,South,4207.51,8.37,764.26,Cash
5330,2023-07-04,4066,Clothing,South,3510.77,28.47,378.06,Credit Card
5331,2023-02-07,2384,Electronics,North,4396.11,19.39,1378.31,UPI
5332,2023-12-19,3842,Clothing,South,2708.28,15.55,1135.99,UPI
5333,2023-06-24,1561,Grocery,East,4655.01,6.87,1790.97,UPI
5334,2023-09-16,1596,Furniture,South,4049.83,4.77,1027.5,Credit Card
5335,2023-12-14,3350,Electronics,South,999.42,10.04,456.46,Cash
5336,2023-05-31,2209,Electronics,West,1652.11,3.22,412.06,Cash
5337,2023-08-03,2591,Clothing,West,3645.6,25.0,733.66,UPI
5338,2023-01-29,3011,Clothing,South,4053.16,26.34,873.49,UPI
5339,2023-01-23,3175,Grocery,South,2346.59,2.96,580.1,UPI
5340,2023-02-10,3437,Grocery,East,2014.87,6.68,730.79,Cash
5341,2023-05-28,3711,Clothing,South,302.4,8.46,113.84,Debit Card
5342,2023-10-01,2914,Grocery,West,3159.59,24.31,691.54,UPI
5343,2023-11-02,4766,Electronics,West,2542.21,26.41,954.53,UPI
5344,2023-02-01,3016,Grocery,East,4377.26,4.91,1001.92,Debit Card
5345,2023-02-03,3815,Furniture,East,964.73,4.9,330.52,Debit Card
5346,2023-02-28,3375,Clothing,North,2371.68,2.9,333.95,Cash
5347,2023-09-28,4566,Clothing,West,3994.58,23.0,1592.48,UPI
5348,2023-11-07,4420,Electronics,South,4492.66,10.23,1927.27,Debit Card
5349,2023-03-23,2671,Clothing,West,519.77,21.72,204.21,UPI
5350,2023-11-17,1119,Clothing,East,3155.76,15.33,1436.76,Debit Card
5351,2023-02-05,2919,Electronics,West,940.03,4.75,215.09,Cash
5352,2023-02-16,3587,Furniture,East,991.81,18.54,208.81,Cash
5353,2023-06-19,3499,Grocery,North,2094.12,27.52,881.82,UPI
5354,2023-06-18,4494,Furniture,North,584.61,10.36,179.04,Credit Card
5355,2023-04-25,3359,Furniture,East,1609.97,2.39,403.79,Credit Card
5356,2023-11-10,3277,Electronics,West,4622.31,0.0,1123.67,Credit Card
5357,2023-06-03,2425,Clothing,South,1149.05,22.89,278.05,UPI
5358,2023-12-18,1452,Grocery,East,2305.69,22.34,564.27,Cash
5359,2023-03-24,4983,Grocery,East,457.13,24.29,187.15,Credit Card
5360,2023-08-23,3248,Electronics,East,4395.38,1.66,1032.41,Debit Card
5361,2023-12-26,3864,Clothing,West,1609.76,29.46,597.23,Credit Card
5362,2023-12-05,4430,Electronics,East,923.25,25.9,130.84,Cash
5363,2023-09-04,2462,Furniture,West,2840.2,14.14,1049.35,UPI
5364,2023-09-28,3290,Electronics,West,4963.88,4.41,565.06,Debit Card
5365,2023-12-04,3203,Furniture,South,2444.3,7.61,587.74,Credit Card
5366,2023-06-28,4234,Clothing,South,1827.03,19.78,477.74,Cash
5367,2023-07-22,3523,Electronics,South,2268.23,18.17,453.42,UPI
5368,2023-10-13,3828,Grocery,East,1723.21,27.66,662.99,UPI
5369,2023-10-24,1973,Furniture,West,3104.77,1.25,1157.55,Credit Card
5370,2023-01-21,3199,Clothing,North,4665.69,28.17,1280.63,UPI
5371,2023-07-23,2037,Furniture,West,3123.16,4.08,623.22,UPI
5372,2023-11-04,1729,Grocery,South,3391.53,9.94,872.17,Credit Card
5373,2023-09-10,3025,Furniture,South,2502.33,8.89,761.3,Debit Card
5374,2023-11-04,4608,Electronics,North,3954.61,2.14,1785.15,Cash
5375,2023-04-05,4905,Electronics,East,4270.76,27.07,1429.1,Cash
5376,2023-07-01,3421,Grocery,West,2686.93,3.6,776.01,Debit Card
5377,2023-07-06,4031,Clothing,North,1358.72,19.56,276.11,Cash
5378,2023-05-03,4664,Furniture,South,2409.6,11.16,235.82,UPI
5379,2023-03-30,4418,Grocery,East,1971.79,29.98,842.68,Credit Card
5380,2023-11-21,4529,Furniture,East,2404.82,8.54,688.67,Debit Card
5381,2023-03-14,1547,Clothing,East,4684.78,20.01,1525.22,UPI
5382,2023-11-21,4501,Furniture,West,140.09,17.93,45.02,Debit Card
5383,2023-03-15,4063,Grocery,South,3305.96,7.23,1424.37,Credit Card
5384,2023-09-07,3967,Furniture,East,4380.2,25.0,963.3,Cash
5385,2023-05-13,2288,Electronics,South,4904.22,17.82,1097.19,Debit Card
5386,2023-01-29,3451,Electronics,North,1090.16,28.43,227.25,Cash
5387,2023-03-22,1819,Furniture,West,2942.05,1.42,595.42,Credit Card
5388,2023-01-29,3828,Clothing,East,3481.6,7.93,1203.2,Cash
5389,2023-04-12,3027,Furniture,South,3724.32,3.79,575.12,Debit Card
5390,2023-06-08,2923,Grocery,North,3848.52,25.79,927.97,Cash
5391,2023-06-01,4307,Electronics,West,1013.86,7.43,403.81,Debit Card
5392,2023-01-06,4698,Grocery,North,4872.13,8.79,926.8,Cash
5393,2023-03-12,2694,Electronics,North,4220.54,22.44,1891.86,Debit Card
5394,2023-02-27,1711,Clothing,West,1779.11,19.61,798.45,Debit Card
5395,2023-09-10,3742,Electronics,South,2865.13,16.25,1302.59,UPI
5396,2023-06-01,4207,Electronics,North,3011.1,1.17,426.83,Credit Card
5397,2023-06-25,4506,Furniture,West,977.34,21.91,345.69,Cash
5398,2023-11-04,1632,Furniture,South,1144.47,20.39,438.64,UPI
5399,2023-03-14,1808,Clothing,East,4116.43,3.65,1506.9,UPI
5400,2023-03-10,3259,Electronics,North,795.42,21.3,322.11,Debit Card
5401,2023-01-01,2894,Furniture,North,2299.09,20.6,780.2,UPI
5402,2023-12-19,3264,Furniture,East,1544.73,12.03,253.72,Debit Card
5403,2023-05-11,3184,Furniture,South,1469.35,1.12,490.97,Credit Card
5404,2023-11-01,4753,Grocery,East,4027.04,8.57,411.81,UPI
5405,2023-01-19,1164,Grocery,North,2342.45,18.29,309.43,Credit Card
5406,2023-02-18,2784,Furniture,East,4450.72,20.76,1523.42,Debit Card
5407,2023-10-03,4832,Clothing,North,4753.39,12.66,1826.19,Debit Card
5408,2023-04-27,4887,Grocery,East,504.32,9.27,205.38,Credit Card
5409,2023-02-04,2160,Electronics,South,1627.33,26.17,448.48,Credit Card
5410,2023-07-15,1973,Electronics,East,2487.35,9.84,825.98,Credit Card
5411,2023-03-19,4856,Furniture,South,1770.0,11.55,633.08,Debit Card
5412,2023-02-06,3304,Clothing,West,2613.84,21.12,568.81,Debit Card
5413,2023-07-01,2544,Grocery,North,1825.76,19.07,376.01,UPI
5414,2023-05-07,2641,Clothing,West,2513.71,4.77,1075.63,Debit Card
5415,2023-05-09,4836,Grocery,North,3735.77,25.7,841.9,Debit Card
5416,2023-03-27,1187,Furniture,South,1573.6,8.42,733.55,UPI
5417,2023-06-01,1475,Clothing,North,2428.27,23.57,507.85,Credit Card
5418,2023-01-30,2867,Grocery,North,3878.69,6.08,1055.52,Debit Card
5419,2023-11-10,4447,Electronics,North,1363.14,11.47,337.02,UPI
5420,2023-06-04,4060,Clothing,East,4513.08,12.09,1021.77,Cash
5421,2023-02-23,1368,Furniture,South,4344.33,11.57,1740.88,Credit Card
5422,2023-06-06,4332,Grocery,West,2967.81,23.42,1419.38,Credit Card
5423,2023-06-14,4442,Clothing,East,447.19,20.9,84.84,Debit Card
5424,2023-01-25,1162,Grocery,East,470.17,24.06,67.56,Debit Card
5425,2023-08-28,4895,Electronics,South,2326.16,13.01,1100.55,Credit Card
5426,2023-06-13,4660,Furniture,West,1361.64,9.99,387.01,Cash
5427,2023-08-02,4024,Electronics,South,166.58,3.57,72.78,Cash
5428,2023-05-20,3103,Electronics,South,1891.26,0.71,549.08,Debit Card
5429,2023-07-14,4678,Grocery,North,1414.35,8.51,496.12,UPI
5430,2023-10-15,4369,Grocery,West,3133.38,7.66,881.34,Debit Card
5431,2023-11-12,2275,Electronics,South,2942.16,3.42,821.54,UPI
5432,2023-12-20,2998,Grocery,West,3084.45,18.59,558.09,UPI
5433,2023-10-31,3907,Grocery,East,4360.0,22.92,1708.35,Cash
5434,2023-03-15,3085,Clothing,South,3975.72,16.71,966.88,UPI
5435,2023-05-13,3007,Grocery,East,3345.46,10.87,900.92,Credit Card
5436,2023-08-21,3266,Furniture,South,1517.4,16.76,198.15,UPI
5437,2023-10-03,1334,Clothing,South,3035.09,21.12,708.33,Cash
5438,2023-02-12,1346,Furniture,East,4374.35,28.6,531.43,Credit Card
5439,2024-01-01,3153,Grocery,West,4780.14,19.53,1068.35,UPI
5440,2023-09-16,4846,Furniture,East,2196.43,15.63,650.03,Cash
5441,2023-03-21,1433,Clothing,West,1143.88,25.14,520.48,Cash
5442,2023-06-04,3639,Furniture,West,3556.01,28.79,1727.77,Debit Card
5443,2023-10-25,2718,Electronics,East,1010.15,14.96,477.45,Cash
5444,2023-07-11,2767,Electronics,North,4768.65,8.11,1264.5,Cash
5445,2023-12-22,4871,Electronics,East,4161.87,2.06,681.72,Credit Card
5446,2023-05-19,1790,Electronics,East,3948.24,13.23,842.35,Cash
5447,2023-08-08,3176,Electronics,North,3491.08,23.62,1116.61,Credit Card
5448,2023-08-31,2767,Electronics,South,950.08,14.32,421.58,UPI
5449,2023-02-10,1557,Grocery,South,4042.48,10.15,1239.49,UPI
5450,2023-08-07,3823,Electronics,South,659.61,6.49,265.02,Cash
5451,2023-06-11,1063,Grocery,North,4948.42,13.1,1335.15,Credit Card
5452,2023-05-11,2927,Electronics,North,4215.22,15.78,1605.28,UPI
5453,2023-08-01,1789,Grocery,South,3971.99,3.23,1195.84,UPI
5454,2023-03-19,1235,Furniture,South,987.66,4.14,363.38,Credit Card
5455,2023-02-27,1762,Grocery,South,3257.76,17.56,1204.12,UPI
5456,2023-01-11,1874,Grocery,East,1331.08,8.22,617.27,UPI
5457,2023-12-23,4729,Clothing,West,4566.8,15.65,1033.98,UPI
5458,2023-01-22,2845,Clothing,North,514.39,3.09,161.65,Cash
5459,2023-09-22,4463,Clothing,South,3173.54,6.13,1012.32,UPI
5460,2023-02-24,1224,Electronics,West,1160.79,29.97,185.16,Debit Card
5461,2023-03-31,2412,Clothing,South,3157.11,20.85,1102.3,Debit Card
5462,2023-01-26,1589,Grocery,West,590.56,11.78,155.47,Cash
5463,2023-08-13,3188,Clothing,South,335.07,24.99,111.85,UPI
5464,2023-09-05,2916,Furniture,East,4728.03,8.34,1758.93,Credit Card
5465,2023-07-19,1479,Furniture,South,2391.12,21.56,919.42,Credit Card
5466,2023-03-13,1907,Electronics,West,2282.31,5.6,1035.08,UPI
5467,2023-03-06,4096,Clothing,North,3949.8,11.38,1079.06,UPI
5468,2023-11-15,2305,Electronics,West,2582.11,8.64,1068.18,UPI
5469,2023-03-07,1659,Grocery,West,100.92,22.35,17.38,Credit Card
5470,2023-10-19,2211,Electronics,East,3585.08,17.55,818.08,UPI
5471,2023-07-02,3095,Furniture,North,3516.43,0.47,487.91,Debit Card
5472,2023-06-12,3046,Electronics,West,2119.62,11.37,579.89,UPI
5473,2023-07-04,1967,Furniture,East,2813.59,6.91,1322.65,Credit Card
5474,2023-03-29,1968,Electronics,West,2962.82,18.06,552.35,Credit Card
5475,2023-05-04,2092,Electronics,North,3491.82,1.52,1711.34,Debit Card
5476,2023-11-17,2931,Clothing,West,1657.32,18.37,584.8,UPI
5477,2023-05-30,1804,Furniture,North,2837.05,3.35,940.74,UPI
5478,2023-11-20,4573,Clothing,West,4682.62,13.04,1268.96,Debit Card
5479,2023-08-26,2485,Grocery,South,2713.03,25.19,418.89,Credit Card
5480,2023-08-10,2107,Electronics,West,402.22,8.39,146.41,Credit Card
5481,2023-07-09,2208,Grocery,East,2564.54,23.81,286.14,Debit Card
5482,2023-02-18,1707,Clothing,East,3481.52,14.01,1301.2,Credit Card
5483,2023-12-21,1106,Clothing,East,4643.02,2.67,1761.68,UPI
5484,2023-01-18,3203,Furniture,South,1224.34,26.85,276.71,Credit Card
5485,2023-11-23,2988,Clothing,North,4189.41,1.72,1652.34,Credit Card
5486,2023-08-15,4811,Clothing,East,1618.21,15.39,189.01,Cash
5487,2023-11-07,1333,Grocery,East,3519.56,8.59,722.16,Credit Card
5488,2023-04-21,1162,Electronics,North,4376.39,28.19,1737.07,Debit Card
5489,2023-06-22,3675,Electronics,North,2557.48,12.39,1186.48,UPI
5490,2023-03-13,2858,Grocery,North,1596.83,17.83,160.12,UPI
5491,2023-05-19,2268,Clothing,South,326.47,8.75,151.29,Debit Card
5492,2023-09-28,3407,Furniture,North,1465.53,7.28,356.18,UPI
5493,2023-08-08,1126,Electronics,West,1133.17,17.84,269.52,UPI
5494,2023-01-09,2453,Clothing,East,2666.9,9.56,606.77,Credit Card
5495,2023-06-15,3254,Furniture,North,2411.56,28.93,758.63,Debit Card
5496,2023-02-09,4119,Clothing,South,2971.26,19.24,1358.83,Cash
5497,2023-06-17,4858,Grocery,North,4428.59,22.21,1073.27,Cash
5498,2023-12-14,3096,Furniture,North,177.11,12.96,58.82,Cash
5499,2023-10-16,4112,Clothing,South,1254.2,4.21,578.4,Credit Card
5500,2023-08-31,2737,Furniture,West,784.14,9.53,314.07,Debit Card
5501,2023-06-04,1851,Furniture,East,2083.86,0.15,992.1,UPI
5502,2023-02-25,3066,Clothing,South,3509.79,9.04,448.4,Debit Card
5503,2023-06-18,1118,Clothing,East,3239.06,22.87,1250.88,UPI
5504,2023-06-18,1335,Electronics,South,3251.49,6.14,710.04,Credit Card
5505,2023-10-07,2898,Grocery,West,1097.51,11.59,216.03,UPI
5506,2023-06-24,2357,Electronics,West,2178.28,12.22,342.63,UPI
5507,2023-05-04,2771,Electronics,East,2669.52,27.37,1234.25,Cash
5508,2023-09-09,3208,Grocery,East,1890.82,11.04,409.89,Debit Card
5509,2023-07-16,3806,Electronics,East,2366.11,1.09,880.74,Debit Card
5510,2023-09-30,2618,Clothing,East,1709.07,5.89,190.14,Debit Card
5511,2023-09-06,3630,Electronics,North,2127.61,24.21,772.36,UPI
5512,2023-08-10,4029,Clothing,North,473.83,28.87,154.73,Debit Card
5513,2023-07-27,3336,Grocery,North,401.45,7.37,33.1,UPI
5514,2023-02-05,4390,Clothing,West,4252.75,19.46,1746.22,Cash
5515,2023-07-03,2535,Electronics,East,265.42,1.22,110.34,Cash
5516,2023-09-22,4747,Electronics,East,638.81,22.84,198.05,Debit Card
5517,2023-10-31,4255,Furniture,East,1985.53,5.8,750.94,UPI
5518,2023-04-12,3392,Grocery,South,4557.68,7.54,557.39,UPI
5519,2023-05-30,2268,Grocery,West,4949.31,5.07,732.81,Cash
5520,2023-05-28,2476,Clothing,East,3259.13,11.61,962.52,UPI
5521,2023-06-18,1132,Grocery,North,1058.02,10.81,388.89,Credit Card
5522,2023-10-12,1109,Clothing,South,4660.82,29.81,628.74,Cash
5523,2023-12-06,3243,Clothing,South,2990.67,18.15,1423.77,Cash
5524,2023-06-28,1078,Electronics,South,1733.58,29.75,160.82,Cash
5525,2023-04-28,4032,Grocery,East,1926.58,29.86,781.47,Cash
5526,2023-12-18,3445,Electronics,West,926.91,2.64,101.76,Credit Card
5527,2023-05-02,2063,Grocery,West,375.28,7.48,149.64,UPI
5528,2023-07-18,1796,Grocery,South,2400.35,20.09,254.73,Cash
5529,2023-05-30,1561,Clothing,West,3115.61,27.75,356.75,Debit Card
5530,2023-09-07,2183,Furniture,North,3010.0,20.68,1329.86,Credit Card
5531,2023-06-01,3364,Electronics,East,985.01,8.34,322.87,Credit Card
5532,2023-06-16,2051,Furniture,North,2288.73,13.91,832.29,UPI
5533,2023-06-24,1673,Grocery,North,147.27,20.65,30.44,Debit Card
5534,2023-01-04,3846,Clothing,East,2003.52,17.47,734.6,Debit Card
5535,2023-07-22,1055,Grocery,North,1567.89,22.35,175.97,UPI
5536,2023-01-04,2781,Grocery,East,2407.42,18.51,891.73,Cash
5537,2023-12-12,3092,Grocery,East,3568.99,27.06,431.52,Credit Card
5538,2023-11-02,1860,Electronics,South,4903.14,1.02,2063.85,UPI
5539,2023-07-25,2683,Electronics,West,3520.41,20.76,1402.7,Debit Card
5540,2023-01-30,4975,Clothing,East,3485.09,5.56,791.85,Credit Card
5541,2023-08-14,3488,Grocery,East,1286.18,25.39,462.15,Cash
5542,2023-11-06,3658,Furniture,East,4338.29,7.12,1968.73,Credit Card
5543,2023-10-04,1312,Grocery,North,4875.12,17.91,1234.82,Credit Card
5544,2023-01-29,4671,Electronics,North,2892.63,7.54,1108.9,UPI
5545,2023-09-08,3262,Grocery,North,4905.68,10.08,2286.48,Debit Card
5546,2023-01-10,4016,Grocery,South,4809.4,16.5,1878.48,UPI
5547,2023-07-12,4287,Clothing,West,1140.27,22.55,425.74,Cash
5548,2023-07-08,3393,Electronics,North,694.75,9.38,114.45,Credit Card
5549,2023-01-16,2844,Grocery,South,2244.66,22.51,232.71,Cash
5550,2023-11-19,3325,Electronics,East,2755.7,5.55,1082.9,Cash
5551,2023-11-28,4603,Grocery,South,1333.27,13.98,490.3,Cash
5552,2023-03-27,2351,Electronics,South,3662.94,15.13,895.39,Credit Card
5553,2023-11-25,2120,Clothing,North,566.34,16.34,109.76,Cash
5554,2023-12-07,2890,Clothing,West,1646.85,17.0,767.63,Cash
5555,2023-02-05,1994,Grocery,West,520.16,5.53,101.91,Credit Card
5556,2023-12-15,4542,Electronics,South,238.46,13.27,63.78,Debit Card
5557,2023-07-03,1966,Grocery,North,421.68,1.36,105.7,Cash
5558,2023-07-22,2800,Electronics,West,2891.5,22.03,1255.8,UPI
5559,2023-12-09,1036,Electronics,North,105.71,10.18,14.53,Credit Card
5560,2023-07-04,3189,Electronics,South,3115.66,14.38,418.51,Cash
5561,2023-03-08,1550,Furniture,West,2117.74,17.0,288.17,UPI
5562,2023-01-02,3626,Clothing,South,3558.24,23.37,617.85,Debit Card
5563,2023-12-28,2884,Grocery,West,1526.93,22.93,552.32,Cash
5564,2023-09-23,4598,Electronics,West,1007.66,6.05,230.31,Credit Card
5565,2023-10-18,2553,Grocery,North,4104.74,6.61,1506.99,Debit Card
5566,2023-08-06,3666,Furniture,North,374.28,4.81,109.52,Cash
5567,2023-09-25,4720,Grocery,West,3085.67,4.9,1361.2,Cash
5568,2023-02-17,1775,Clothing,East,796.32,25.9,132.09,Cash
5569,2023-10-18,4955,Electronics,South,923.07,6.47,245.65,UPI
5570,2023-03-24,2026,Electronics,West,2275.28,21.16,679.97,Debit Card
5571,2023-12-20,4288,Clothing,East,3014.99,18.03,474.25,Credit Card
5572,2023-04-22,4873,Electronics,South,3459.44,15.42,1255.97,Cash
5573,2023-11-23,3166,Electronics,North,2284.58,28.9,449.72,Cash
5574,2023-03-24,4869,Electronics,East,2344.69,4.63,1144.31,Cash
5575,2023-09-06,1043,Clothing,West,4989.51,23.95,2228.45,Debit Card
5576,2023-06-11,3974,Clothing,East,216.93,0.49,45.36,UPI
5577,2023-11-22,2569,Electronics,East,4513.78,25.08,1324.94,Credit Card
5578,2023-08-08,2274,Clothing,East,1159.09,23.77,549.19,Cash
5579,2023-02-22,3355,Electronics,East,261.83,18.13,109.87,UPI
5580,2023-12-18,3098,Grocery,West,1592.06,4.25,778.85,Debit Card
5581,2023-04-22,3104,Clothing,South,1388.09,29.35,467.48,Credit Card
5582,2023-03-25,4841,Furniture,South,4660.37,9.37,1102.05,UPI
5583,2023-03-26,2533,Furniture,East,1043.34,14.12,376.94,UPI
5584,2023-11-12,4471,Grocery,East,4227.97,29.76,473.72,Debit Card
5585,2023-04-21,2479,Clothing,East,801.22,5.53,130.24,UPI
5586,2023-03-28,3070,Electronics,South,296.29,8.21,71.43,Debit Card
5587,2023-11-06,4855,Clothing,South,3622.62,26.02,705.57,Debit Card
5588,2023-09-16,3734,Clothing,East,4678.14,4.63,1308.9,Cash
5589,2023-06-08,1427,Furniture,South,760.09,29.09,159.89,Cash
5590,2023-04-16,3273,Furniture,South,352.49,3.29,120.17,Cash
5591,2023-01-24,1699,Electronics,East,3844.31,14.0,723.44,Debit Card
5592,2023-09-26,1240,Grocery,North,643.93,4.9,250.63,UPI
5593,2023-01-08,3301,Electronics,South,242.33,19.53,91.73,Credit Card
5594,2023-09-29,3322,Grocery,West,2366.95,17.79,475.3,UPI
5595,2023-08-14,4034,Electronics,South,3542.86,24.64,598.98,Debit Card
5596,2023-05-08,4188,Clothing,North,2799.66,26.91,1265.18,Cash
5597,2023-02-26,3170,Grocery,North,439.92,5.16,161.04,Debit Card
5598,2023-09-29,4379,Grocery,West,4523.54,3.72,1445.23,Debit Card
5599,2023-02-28,1908,Electronics,West,2886.55,18.68,547.37,Debit Card
5600,2023-09-20,2681,Electronics,South,1471.39,5.93,536.31,Cash
5601,2023-02-27,1843,Clothing,West,1049.2,29.35,326.14,Credit Card
5602,2023-07-16,3905,Furniture,East,3010.96,1.39,843.56,Cash
5603,2023-02-27,3302,Electronics,North,1960.25,19.44,427.44,Debit Card
5604,2023-10-17,3649,Electronics,South,3625.82,28.63,554.62,Cash
5605,2023-07-05,4941,Furniture,North,1012.04,24.43,472.27,Debit Card
5606,2023-12-21,4293,Clothing,North,1907.87,3.73,302.58,UPI
5607,2023-11-25,3520,Furniture,East,3891.1,3.52,1263.82,Credit Card
5608,2023-04-15,3446,Furniture,West,1374.83,23.79,655.22,Credit Card
5609,2023-12-23,2900,Grocery,South,3847.74,4.29,1458.66,Debit Card
5610,2023-03-31,1857,Furniture,East,538.15,24.38,45.55,Cash
5611,2023-11-21,1333,Electronics,South,3189.56,6.11,1167.66,UPI
5612,2023-01-09,1475,Clothing,West,2718.38,13.67,1024.59,Credit Card
5613,2023-01-18,2503,Clothing,North,1440.14,20.71,124.74,Cash
5614,2023-11-03,3465,Electronics,East,2630.89,5.2,458.67,Credit Card
5615,2023-04-20,4818,Clothing,South,2973.24,5.05,1142.91,Credit Card
5616,2023-08-11,3967,Electronics,North,4660.79,14.23,2201.35,Credit Card
5617,2023-02-09,4217,Electronics,North,308.17,10.82,26.89,Cash
5618,2023-08-13,1798,Furniture,East,563.44,8.25,193.81,UPI
5619,2023-07-13,3154,Furniture,West,2851.25,3.9,788.15,Debit Card
5620,2023-05-16,2031,Clothing,West,4035.4,25.59,1439.59,Credit Card
5621,2023-11-25,3932,Electronics,North,3821.89,0.4,1804.73,UPI
5622,2023-12-08,3070,Furniture,East,4839.57,5.64,697.18,Debit Card
5623,2023-07-16,1107,Furniture,West,3305.5,2.91,880.45,Cash
5624,2023-03-22,4765,Furniture,North,3773.51,9.12,1797.28,Debit Card
5625,2023-12-24,4756,Clothing,South,494.63,26.4,129.33,Cash
5626,2023-01-14,1020,Grocery,South,3979.35,26.1,1134.31,UPI
5627,2023-02-19,4585,Electronics,North,4336.24,11.07,2138.49,Credit Card
5628,2023-02-22,3540,Furniture,East,4218.57,11.72,446.66,Debit Card
5629,2023-07-23,2472,Grocery,North,3639.56,19.25,721.9,Debit Card
5630,2023-11-25,4314,Clothing,East,4122.17,12.78,1000.11,Credit Card
5631,2023-02-25,3471,Electronics,East,2379.36,2.19,283.68,Credit Card
5632,2023-04-15,1001,Grocery,West,3918.92,9.39,1013.92,Credit Card
5633,2023-02-28,3337,Clothing,South,1027.98,2.49,458.78,Credit Card
5634,2023-09-23,2181,Electronics,North,1788.1,11.0,868.47,Debit Card
5635,2023-10-16,3372,Grocery,West,2106.92,29.51,589.83,UPI
5636,2023-03-12,3548,Grocery,East,2993.07,12.16,694.11,UPI
5637,2023-04-22,2874,Furniture,South,1715.45,13.29,707.19,UPI
5638,2023-12-02,2418,Clothing,West,2408.7,18.44,529.98,Cash
5639,2023-01-21,3703,Grocery,North,2585.74,6.7,895.7,Cash
5640,2023-06-19,3908,Clothing,East,2338.14,15.08,540.78,UPI
5641,2023-08-21,3933,Electronics,East,946.8,9.42,204.2,Credit Card
